,ICD9,tensor
494,40493,"0.10165300220251083,-0.08115384727716446,0.040923237800598145,-0.10772132128477097,-0.09192219376564026,0.06012984737753868,-0.07296478003263474,-0.037102971225976944,0.005116201937198639,0.11293225735425949,-0.10368450731039047,-0.0004265975730959326,-0.04636859893798828,-0.10043986886739731,-0.0588805116713047,-5.6876830058172345e-05,0.05645712837576866,-0.039608050137758255,0.05533952638506889,-0.10070057958364487,0.03259250894188881,-0.06313249468803406,-0.034578483551740646,0.06896856427192688,0.0902954563498497,-0.0584731362760067,-0.04873764514923096,-0.10008475929498672,0.13572077453136444,0.05262814834713936,-0.1131577119231224,0.020225804299116135,0.08508794754743576,0.09680482000112534,-0.032240211963653564,0.11827659606933594,-0.0027659814804792404,-0.07756461203098297,-0.04316464066505432,0.003088270081207156,0.05796733871102333,0.03611085191369057,-0.12061021476984024,0.040733274072408676,0.01273275539278984,0.023267585784196854,-0.11220802366733551,0.10764901340007782,-0.10756517201662064,0.05188341066241264,-0.12197233736515045,-0.053622059524059296,-0.1195700466632843,-0.0017453082837164402,-0.06991196423768997,0.11578166484832764,0.005205363966524601,-0.0716191902756691,0.12170082330703735,-0.061338070780038834,-0.013542013242840767,0.05189187079668045,-0.12168247997760773,0.006250313017517328"
495,40501,"0.10165300220251083,-0.08115384727716446,0.040923237800598145,-0.10772132128477097,-0.09192219376564026,0.06012984737753868,-0.07296478003263474,-0.037102971225976944,0.005116201937198639,0.11293225735425949,-0.10368450731039047,-0.0004265975730959326,-0.04636859893798828,-0.10043986886739731,-0.0588805116713047,-5.6876830058172345e-05,0.05645712837576866,-0.039608050137758255,0.05533952638506889,-0.10070057958364487,0.03259250894188881,-0.06313249468803406,-0.034578483551740646,0.06896856427192688,0.0902954563498497,-0.0584731362760067,-0.04873764514923096,-0.10008475929498672,0.13572077453136444,0.05262814834713936,-0.1131577119231224,0.020225804299116135,0.08508794754743576,0.09680482000112534,-0.032240211963653564,0.11827659606933594,-0.0027659814804792404,-0.07756461203098297,-0.04316464066505432,0.003088270081207156,0.05796733871102333,0.03611085191369057,-0.12061021476984024,0.040733274072408676,0.01273275539278984,0.023267585784196854,-0.11220802366733551,0.10764901340007782,-0.10756517201662064,0.05188341066241264,-0.12197233736515045,-0.053622059524059296,-0.1195700466632843,-0.0017453082837164402,-0.06991196423768997,0.11578166484832764,0.005205363966524601,-0.0716191902756691,0.12170082330703735,-0.061338070780038834,-0.013542013242840767,0.05189187079668045,-0.12168247997760773,0.006250313017517328"
496,40509,"0.10165300220251083,-0.08115384727716446,0.040923237800598145,-0.10772132128477097,-0.09192219376564026,0.06012984737753868,-0.07296478003263474,-0.037102971225976944,0.005116201937198639,0.11293225735425949,-0.10368450731039047,-0.0004265975730959326,-0.04636859893798828,-0.10043986886739731,-0.0588805116713047,-5.6876830058172345e-05,0.05645712837576866,-0.039608050137758255,0.05533952638506889,-0.10070057958364487,0.03259250894188881,-0.06313249468803406,-0.034578483551740646,0.06896856427192688,0.0902954563498497,-0.0584731362760067,-0.04873764514923096,-0.10008475929498672,0.13572077453136444,0.05262814834713936,-0.1131577119231224,0.020225804299116135,0.08508794754743576,0.09680482000112534,-0.032240211963653564,0.11827659606933594,-0.0027659814804792404,-0.07756461203098297,-0.04316464066505432,0.003088270081207156,0.05796733871102333,0.03611085191369057,-0.12061021476984024,0.040733274072408676,0.01273275539278984,0.023267585784196854,-0.11220802366733551,0.10764901340007782,-0.10756517201662064,0.05188341066241264,-0.12197233736515045,-0.053622059524059296,-0.1195700466632843,-0.0017453082837164402,-0.06991196423768997,0.11578166484832764,0.005205363966524601,-0.0716191902756691,0.12170082330703735,-0.061338070780038834,-0.013542013242840767,0.05189187079668045,-0.12168247997760773,0.006250313017517328"
498,4140,"-0.11956470459699631,-0.10780654847621918,0.11360659450292587,-0.01952534168958664,-0.07101480662822723,-0.10403795540332794,-0.0911509171128273,0.12040522694587708,-0.09960447996854782,0.09074489772319794,6.872448284411803e-05,0.02740929089486599,0.0922449603676796,0.09468932449817657,-0.09355565905570984,-0.07220058143138885,-0.1190095990896225,0.06687160581350327,0.07370380312204361,-0.1007029339671135,0.0941193625330925,-0.10210222750902176,-0.03654811903834343,0.08838533610105515,0.12526021897792816,0.07717915624380112,0.10468832403421402,-0.08143980801105499,-0.0008311771089211106,-0.10926426947116852,-0.0996277704834938,0.08503808081150055,0.036120668053627014,0.06703634560108185,-0.1038435697555542,-0.05733482167124748,-0.012607652693986893,-0.020572861656546593,-0.06368321180343628,-0.009451746009290218,0.023919856175780296,0.13226594030857086,0.06905779987573624,-0.04059925302863121,0.12211720645427704,0.013957072049379349,0.026237688958644867,0.03488970547914505,-0.006464012898504734,0.1037667989730835,-0.10982660204172134,-0.05795567110180855,-0.013047454878687859,-0.024805696681141853,0.07136900722980499,0.014414890669286251,0.02311646193265915,-0.09855066984891891,0.11823420971632004,0.028550080955028534,-0.038890499621629715,-0.09366880357265472,0.031180812045931816,-0.058121804147958755"
499,41400,"-0.11956470459699631,-0.10780654847621918,0.11360659450292587,-0.01952534168958664,-0.07101480662822723,-0.10403795540332794,-0.0911509171128273,0.12040522694587708,-0.09960447996854782,0.09074489772319794,6.872448284411803e-05,0.02740929089486599,0.0922449603676796,0.09468932449817657,-0.09355565905570984,-0.07220058143138885,-0.1190095990896225,0.06687160581350327,0.07370380312204361,-0.1007029339671135,0.0941193625330925,-0.10210222750902176,-0.03654811903834343,0.08838533610105515,0.12526021897792816,0.07717915624380112,0.10468832403421402,-0.08143980801105499,-0.0008311771089211106,-0.10926426947116852,-0.0996277704834938,0.08503808081150055,0.036120668053627014,0.06703634560108185,-0.1038435697555542,-0.05733482167124748,-0.012607652693986893,-0.020572861656546593,-0.06368321180343628,-0.009451746009290218,0.023919856175780296,0.13226594030857086,0.06905779987573624,-0.04059925302863121,0.12211720645427704,0.013957072049379349,0.026237688958644867,0.03488970547914505,-0.006464012898504734,0.1037667989730835,-0.10982660204172134,-0.05795567110180855,-0.013047454878687859,-0.024805696681141853,0.07136900722980499,0.014414890669286251,0.02311646193265915,-0.09855066984891891,0.11823420971632004,0.028550080955028534,-0.038890499621629715,-0.09366880357265472,0.031180812045931816,-0.058121804147958755"
500,41401,"-0.11956470459699631,-0.10780654847621918,0.11360659450292587,-0.01952534168958664,-0.07101480662822723,-0.10403795540332794,-0.0911509171128273,0.12040522694587708,-0.09960447996854782,0.09074489772319794,6.872448284411803e-05,0.02740929089486599,0.0922449603676796,0.09468932449817657,-0.09355565905570984,-0.07220058143138885,-0.1190095990896225,0.06687160581350327,0.07370380312204361,-0.1007029339671135,0.0941193625330925,-0.10210222750902176,-0.03654811903834343,0.08838533610105515,0.12526021897792816,0.07717915624380112,0.10468832403421402,-0.08143980801105499,-0.0008311771089211106,-0.10926426947116852,-0.0996277704834938,0.08503808081150055,0.036120668053627014,0.06703634560108185,-0.1038435697555542,-0.05733482167124748,-0.012607652693986893,-0.020572861656546593,-0.06368321180343628,-0.009451746009290218,0.023919856175780296,0.13226594030857086,0.06905779987573624,-0.04059925302863121,0.12211720645427704,0.013957072049379349,0.026237688958644867,0.03488970547914505,-0.006464012898504734,0.1037667989730835,-0.10982660204172134,-0.05795567110180855,-0.013047454878687859,-0.024805696681141853,0.07136900722980499,0.014414890669286251,0.02311646193265915,-0.09855066984891891,0.11823420971632004,0.028550080955028534,-0.038890499621629715,-0.09366880357265472,0.031180812045931816,-0.058121804147958755"
501,41402,"-0.11956470459699631,-0.10780654847621918,0.11360659450292587,-0.01952534168958664,-0.07101480662822723,-0.10403795540332794,-0.0911509171128273,0.12040522694587708,-0.09960447996854782,0.09074489772319794,6.872448284411803e-05,0.02740929089486599,0.0922449603676796,0.09468932449817657,-0.09355565905570984,-0.07220058143138885,-0.1190095990896225,0.06687160581350327,0.07370380312204361,-0.1007029339671135,0.0941193625330925,-0.10210222750902176,-0.03654811903834343,0.08838533610105515,0.12526021897792816,0.07717915624380112,0.10468832403421402,-0.08143980801105499,-0.0008311771089211106,-0.10926426947116852,-0.0996277704834938,0.08503808081150055,0.036120668053627014,0.06703634560108185,-0.1038435697555542,-0.05733482167124748,-0.012607652693986893,-0.020572861656546593,-0.06368321180343628,-0.009451746009290218,0.023919856175780296,0.13226594030857086,0.06905779987573624,-0.04059925302863121,0.12211720645427704,0.013957072049379349,0.026237688958644867,0.03488970547914505,-0.006464012898504734,0.1037667989730835,-0.10982660204172134,-0.05795567110180855,-0.013047454878687859,-0.024805696681141853,0.07136900722980499,0.014414890669286251,0.02311646193265915,-0.09855066984891891,0.11823420971632004,0.028550080955028534,-0.038890499621629715,-0.09366880357265472,0.031180812045931816,-0.058121804147958755"
502,41403,"-0.11956470459699631,-0.10780654847621918,0.11360659450292587,-0.01952534168958664,-0.07101480662822723,-0.10403795540332794,-0.0911509171128273,0.12040522694587708,-0.09960447996854782,0.09074489772319794,6.872448284411803e-05,0.02740929089486599,0.0922449603676796,0.09468932449817657,-0.09355565905570984,-0.07220058143138885,-0.1190095990896225,0.06687160581350327,0.07370380312204361,-0.1007029339671135,0.0941193625330925,-0.10210222750902176,-0.03654811903834343,0.08838533610105515,0.12526021897792816,0.07717915624380112,0.10468832403421402,-0.08143980801105499,-0.0008311771089211106,-0.10926426947116852,-0.0996277704834938,0.08503808081150055,0.036120668053627014,0.06703634560108185,-0.1038435697555542,-0.05733482167124748,-0.012607652693986893,-0.020572861656546593,-0.06368321180343628,-0.009451746009290218,0.023919856175780296,0.13226594030857086,0.06905779987573624,-0.04059925302863121,0.12211720645427704,0.013957072049379349,0.026237688958644867,0.03488970547914505,-0.006464012898504734,0.1037667989730835,-0.10982660204172134,-0.05795567110180855,-0.013047454878687859,-0.024805696681141853,0.07136900722980499,0.014414890669286251,0.02311646193265915,-0.09855066984891891,0.11823420971632004,0.028550080955028534,-0.038890499621629715,-0.09366880357265472,0.031180812045931816,-0.058121804147958755"
503,41404,"-0.11956470459699631,-0.10780654847621918,0.11360659450292587,-0.01952534168958664,-0.07101480662822723,-0.10403795540332794,-0.0911509171128273,0.12040522694587708,-0.09960447996854782,0.09074489772319794,6.872448284411803e-05,0.02740929089486599,0.0922449603676796,0.09468932449817657,-0.09355565905570984,-0.07220058143138885,-0.1190095990896225,0.06687160581350327,0.07370380312204361,-0.1007029339671135,0.0941193625330925,-0.10210222750902176,-0.03654811903834343,0.08838533610105515,0.12526021897792816,0.07717915624380112,0.10468832403421402,-0.08143980801105499,-0.0008311771089211106,-0.10926426947116852,-0.0996277704834938,0.08503808081150055,0.036120668053627014,0.06703634560108185,-0.1038435697555542,-0.05733482167124748,-0.012607652693986893,-0.020572861656546593,-0.06368321180343628,-0.009451746009290218,0.023919856175780296,0.13226594030857086,0.06905779987573624,-0.04059925302863121,0.12211720645427704,0.013957072049379349,0.026237688958644867,0.03488970547914505,-0.006464012898504734,0.1037667989730835,-0.10982660204172134,-0.05795567110180855,-0.013047454878687859,-0.024805696681141853,0.07136900722980499,0.014414890669286251,0.02311646193265915,-0.09855066984891891,0.11823420971632004,0.028550080955028534,-0.038890499621629715,-0.09366880357265472,0.031180812045931816,-0.058121804147958755"
504,41405,"-0.11956470459699631,-0.10780654847621918,0.11360659450292587,-0.01952534168958664,-0.07101480662822723,-0.10403795540332794,-0.0911509171128273,0.12040522694587708,-0.09960447996854782,0.09074489772319794,6.872448284411803e-05,0.02740929089486599,0.0922449603676796,0.09468932449817657,-0.09355565905570984,-0.07220058143138885,-0.1190095990896225,0.06687160581350327,0.07370380312204361,-0.1007029339671135,0.0941193625330925,-0.10210222750902176,-0.03654811903834343,0.08838533610105515,0.12526021897792816,0.07717915624380112,0.10468832403421402,-0.08143980801105499,-0.0008311771089211106,-0.10926426947116852,-0.0996277704834938,0.08503808081150055,0.036120668053627014,0.06703634560108185,-0.1038435697555542,-0.05733482167124748,-0.012607652693986893,-0.020572861656546593,-0.06368321180343628,-0.009451746009290218,0.023919856175780296,0.13226594030857086,0.06905779987573624,-0.04059925302863121,0.12211720645427704,0.013957072049379349,0.026237688958644867,0.03488970547914505,-0.006464012898504734,0.1037667989730835,-0.10982660204172134,-0.05795567110180855,-0.013047454878687859,-0.024805696681141853,0.07136900722980499,0.014414890669286251,0.02311646193265915,-0.09855066984891891,0.11823420971632004,0.028550080955028534,-0.038890499621629715,-0.09366880357265472,0.031180812045931816,-0.058121804147958755"
511,4139,"0.0725879818201065,0.11629214137792587,0.09017669409513474,0.023821070790290833,-0.048829399049282074,0.06379888951778412,-0.022840553894639015,0.08956928551197052,0.05931529775261879,0.1302657127380371,0.03600388020277023,0.07683484256267548,0.03445045277476311,-0.10053681582212448,0.05203389376401901,-0.02366660349071026,-0.10223689675331116,0.0471215546131134,-0.06408114731311798,-0.02649039961397648,-0.06855655461549759,-0.09198532998561859,-0.021393250674009323,-0.10584617406129837,-0.13836251199245453,-0.03703852370381355,0.10301271080970764,-0.12063951045274734,0.03125804290175438,0.06685498356819153,-0.043508145958185196,0.017987694591283798,-0.009130505844950676,0.08312956988811493,-0.027107518166303635,-0.09741869568824768,0.04522491618990898,0.10248501598834991,-0.008957264944911003,-0.11185795813798904,-0.007922361604869366,-0.0674571841955185,0.08457640558481216,-0.12074090540409088,-0.08961516618728638,-0.055980268865823746,-0.12859342992305756,0.12654614448547363,0.010780088603496552,0.10375060141086578,0.0031268286984413862,-0.10930243879556656,-0.0698591023683548,0.06185874342918396,-0.013250166550278664,-0.0457397997379303,0.09911440312862396,0.050741229206323624,-0.041660942137241364,-0.1066822037100792,-0.04620470851659775,-0.010820149444043636,-0.0718742236495018,-0.11262962967157364"
512,430,"-0.05256852135062218,-0.11597023159265518,0.06952542066574097,-0.0763496533036232,0.11669392883777618,-0.13549980521202087,-0.028848595917224884,-0.003694455372169614,-0.015838898718357086,0.10054372996091843,0.08052125573158264,0.12173334509134293,0.07148551940917969,-0.07217834889888763,-0.02583235315978527,-0.10402006655931473,0.04273389279842377,-0.07374581694602966,-0.09208391606807709,0.029619446024298668,0.01740473322570324,-0.03216244652867317,0.029530979692935944,-0.09972798824310303,0.05087853968143463,0.040531501173973083,-0.05150149390101433,0.1476612389087677,0.08676596730947495,-0.05262676253914833,-0.04657847061753273,0.040999893099069595,0.07618024200201035,-0.0613437257707119,0.11754447221755981,-0.10835554450750351,-0.09261777997016907,-0.00016401241009589285,-0.0264892578125,-0.033471859991550446,-0.10671672970056534,0.015001803636550903,-0.10957511514425278,0.0752386525273323,0.04483460262417793,-0.03953373059630394,0.07053226977586746,-0.04026266187429428,0.01613890379667282,0.018303032964468002,0.08156244456768036,0.06388542801141739,0.04530462250113487,0.04650022089481354,0.09574379026889801,0.052722007036209106,0.1078680232167244,-0.0008038716623559594,-0.08190104365348816,0.05645536631345749,-0.07581450790166855,-0.016910353675484657,-0.08680679649114609,0.013586425222456455"
