,ICD9,tensor
775,41092,"-0.0765761286020279,-0.049130238592624664,-0.01116062980145216,-0.021741850301623344,-0.10500349849462509,0.11656618863344193,0.04707930609583855,0.04404247924685478,-0.12134399265050888,0.04532425478100777,0.009364311583340168,0.005575915332883596,0.066775381565094,0.13566337525844574,-0.0501088909804821,-0.1026032567024231,-0.07646411657333374,0.05538994446396828,0.10893677175045013,-0.028702547773718834,0.07798735052347183,-0.029833247885107994,0.000457476795418188,0.0665883719921112,0.11635193973779678,0.05644441768527031,-0.011707407422363758,-0.023768868297338486,0.11051208525896072,-0.0459727980196476,-0.003197557758539915,-0.1110762357711792,-0.01774268038570881,0.04977596551179886,-0.056628696620464325,-0.09376358240842819,0.11242165416479111,0.035593513399362564,0.017001261934638023,0.010695207864046097,0.07353468239307404,-0.08660262078046799,0.07600568979978561,0.10611601918935776,-0.02044942043721676,-0.027828002348542213,-0.007820230908691883,0.04590599611401558,-0.10991108417510986,-0.1142331138253212,0.04289225488901138,-0.0978671982884407,-0.034453485161066055,-0.11224215477705002,0.028934497386217117,0.10829950869083405,-0.07873103767633438,-0.09638278186321259,0.022221442312002182,-0.030718330293893814,-0.019484005868434906,0.10692942142486572,-0.10283314436674118,-0.08917640894651413"
776,412,"-0.0765761286020279,-0.049130238592624664,-0.01116062980145216,-0.021741850301623344,-0.10500349849462509,0.11656618863344193,0.04707930609583855,0.04404247924685478,-0.12134399265050888,0.04532425478100777,0.009364311583340168,0.005575915332883596,0.066775381565094,0.13566337525844574,-0.0501088909804821,-0.1026032567024231,-0.07646411657333374,0.05538994446396828,0.10893677175045013,-0.028702547773718834,0.07798735052347183,-0.029833247885107994,0.000457476795418188,0.0665883719921112,0.11635193973779678,0.05644441768527031,-0.011707407422363758,-0.023768868297338486,0.11051208525896072,-0.0459727980196476,-0.003197557758539915,-0.1110762357711792,-0.01774268038570881,0.04977596551179886,-0.056628696620464325,-0.09376358240842819,0.11242165416479111,0.035593513399362564,0.017001261934638023,0.010695207864046097,0.07353468239307404,-0.08660262078046799,0.07600568979978561,0.10611601918935776,-0.02044942043721676,-0.027828002348542213,-0.007820230908691883,0.04590599611401558,-0.10991108417510986,-0.1142331138253212,0.04289225488901138,-0.0978671982884407,-0.034453485161066055,-0.11224215477705002,0.028934497386217117,0.10829950869083405,-0.07873103767633438,-0.09638278186321259,0.022221442312002182,-0.030718330293893814,-0.019484005868434906,0.10692942142486572,-0.10283314436674118,-0.08917640894651413"
778,4130,"-0.0980638936161995,0.004363210406154394,0.0997127816081047,-0.006815067958086729,-0.023119155317544937,0.039052814245224,-0.05336006358265877,0.024352554231882095,-0.11468929052352905,-0.09004847705364227,-0.05437495931982994,0.03791133686900139,-0.06749195605516434,0.02634514309465885,0.07955558598041534,-0.02529732510447502,-0.0030814020428806543,0.017803490161895752,-0.08949343115091324,-0.08411447703838348,-0.012238084338605404,0.10672155767679214,-0.03046449087560177,-0.050317469984292984,-0.10817036777734756,0.022878512740135193,-0.09179757535457611,0.09783736616373062,0.08265956491231918,0.10501112788915634,0.010374844074249268,0.09385483711957932,-0.07245613634586334,0.012972169555723667,0.025129394605755806,-0.03088662214577198,-0.07442117482423782,0.059227023273706436,0.020303286612033844,-0.09830468147993088,0.05517956614494324,-0.033153265714645386,-0.12686704099178314,0.06975733488798141,-0.044484805315732956,0.0008118223049677908,-0.07674732804298401,0.04639811813831329,0.08598651736974716,-0.12090840190649033,-0.05500487610697746,0.04142090678215027,-0.0397588312625885,0.09022503346204758,-0.06344063580036163,0.02001291513442993,-0.04014289751648903,0.09497435390949249,-0.08782300353050232,-0.11076878756284714,0.04154745861887932,-0.12753725051879883,0.0909808874130249,-0.08290699124336243"
779,4131,"-0.0980638936161995,0.004363210406154394,0.0997127816081047,-0.006815067958086729,-0.023119155317544937,0.039052814245224,-0.05336006358265877,0.024352554231882095,-0.11468929052352905,-0.09004847705364227,-0.05437495931982994,0.03791133686900139,-0.06749195605516434,0.02634514309465885,0.07955558598041534,-0.02529732510447502,-0.0030814020428806543,0.017803490161895752,-0.08949343115091324,-0.08411447703838348,-0.012238084338605404,0.10672155767679214,-0.03046449087560177,-0.050317469984292984,-0.10817036777734756,0.022878512740135193,-0.09179757535457611,0.09783736616373062,0.08265956491231918,0.10501112788915634,0.010374844074249268,0.09385483711957932,-0.07245613634586334,0.012972169555723667,0.025129394605755806,-0.03088662214577198,-0.07442117482423782,0.059227023273706436,0.020303286612033844,-0.09830468147993088,0.05517956614494324,-0.033153265714645386,-0.12686704099178314,0.06975733488798141,-0.044484805315732956,0.0008118223049677908,-0.07674732804298401,0.04639811813831329,0.08598651736974716,-0.12090840190649033,-0.05500487610697746,0.04142090678215027,-0.0397588312625885,0.09022503346204758,-0.06344063580036163,0.02001291513442993,-0.04014289751648903,0.09497435390949249,-0.08782300353050232,-0.11076878756284714,0.04154745861887932,-0.12753725051879883,0.0909808874130249,-0.08290699124336243"
780,4139,"-0.0980638936161995,0.004363210406154394,0.0997127816081047,-0.006815067958086729,-0.023119155317544937,0.039052814245224,-0.05336006358265877,0.024352554231882095,-0.11468929052352905,-0.09004847705364227,-0.05437495931982994,0.03791133686900139,-0.06749195605516434,0.02634514309465885,0.07955558598041534,-0.02529732510447502,-0.0030814020428806543,0.017803490161895752,-0.08949343115091324,-0.08411447703838348,-0.012238084338605404,0.10672155767679214,-0.03046449087560177,-0.050317469984292984,-0.10817036777734756,0.022878512740135193,-0.09179757535457611,0.09783736616373062,0.08265956491231918,0.10501112788915634,0.010374844074249268,0.09385483711957932,-0.07245613634586334,0.012972169555723667,0.025129394605755806,-0.03088662214577198,-0.07442117482423782,0.059227023273706436,0.020303286612033844,-0.09830468147993088,0.05517956614494324,-0.033153265714645386,-0.12686704099178314,0.06975733488798141,-0.044484805315732956,0.0008118223049677908,-0.07674732804298401,0.04639811813831329,0.08598651736974716,-0.12090840190649033,-0.05500487610697746,0.04142090678215027,-0.0397588312625885,0.09022503346204758,-0.06344063580036163,0.02001291513442993,-0.04014289751648903,0.09497435390949249,-0.08782300353050232,-0.11076878756284714,0.04154745861887932,-0.12753725051879883,0.0909808874130249,-0.08290699124336243"
781,7910,"0.11443124711513519,0.06849876791238785,-0.04505845531821251,0.09862202405929565,-0.013254334218800068,0.02543451637029648,0.03760130703449249,-0.06395191699266434,-0.06707904487848282,0.015962354838848114,0.011823571287095547,-0.05366792529821396,-0.0941067487001419,-0.023671718314290047,0.008609287440776825,-0.04463068023324013,-0.005286802537739277,0.058718156069517136,-0.12838564813137054,0.026068110018968582,-0.06315792351961136,0.0997466892004013,0.012903059832751751,-0.0779963806271553,-0.09705709666013718,-0.042063869535923004,-0.06503897160291672,0.01798076741397381,-0.10685262829065323,-0.08914335817098618,-0.0682765319943428,-0.1225867047905922,-0.11783944070339203,0.0264667347073555,0.004291186109185219,0.008675721473991871,-0.1498868316411972,0.06356246769428253,-0.07655947655439377,0.11163067817687988,0.0011385235702618957,-0.02880115993320942,0.02208191715180874,0.1177239939570427,-0.0678631141781807,0.15046915411949158,0.06289364397525787,0.053164292126894,-0.09702293574810028,-0.08359453082084656,-0.11344251781702042,-0.05188148096203804,-0.07337815314531326,0.04630982503294945,-0.050911352038383484,-0.07952438294887543,0.09741496294736862,-0.04949216917157173,0.12610088288784027,-0.02182868868112564,-0.017857026308774948,0.009880381636321545,-0.07227277010679245,-0.07305449992418289"
782,7913,"0.11443124711513519,0.06849876791238785,-0.04505845531821251,0.09862202405929565,-0.013254334218800068,0.02543451637029648,0.03760130703449249,-0.06395191699266434,-0.06707904487848282,0.015962354838848114,0.011823571287095547,-0.05366792529821396,-0.0941067487001419,-0.023671718314290047,0.008609287440776825,-0.04463068023324013,-0.005286802537739277,0.058718156069517136,-0.12838564813137054,0.026068110018968582,-0.06315792351961136,0.0997466892004013,0.012903059832751751,-0.0779963806271553,-0.09705709666013718,-0.042063869535923004,-0.06503897160291672,0.01798076741397381,-0.10685262829065323,-0.08914335817098618,-0.0682765319943428,-0.1225867047905922,-0.11783944070339203,0.0264667347073555,0.004291186109185219,0.008675721473991871,-0.1498868316411972,0.06356246769428253,-0.07655947655439377,0.11163067817687988,0.0011385235702618957,-0.02880115993320942,0.02208191715180874,0.1177239939570427,-0.0678631141781807,0.15046915411949158,0.06289364397525787,0.053164292126894,-0.09702293574810028,-0.08359453082084656,-0.11344251781702042,-0.05188148096203804,-0.07337815314531326,0.04630982503294945,-0.050911352038383484,-0.07952438294887543,0.09741496294736862,-0.04949216917157173,0.12610088288784027,-0.02182868868112564,-0.017857026308774948,0.009880381636321545,-0.07227277010679245,-0.07305449992418289"
783,4430,"0.07870186865329742,0.013387687504291534,-0.056498367339372635,0.05618564411997795,0.028176983818411827,0.056316882371902466,0.06906581670045853,-0.012205996550619602,0.07529953122138977,0.0011402537347748876,0.005392029415816069,0.025303084403276443,0.049078308045864105,-0.06349354982376099,0.05707063898444176,0.08470508456230164,0.0783490464091301,-0.14757713675498962,0.031860046088695526,-0.054998401552438736,-0.10963036864995956,0.11740892380475998,-0.014846259728074074,-0.10459044575691223,-0.13417291641235352,-0.0859474390745163,0.08777901530265808,0.11026375740766525,-0.09367841482162476,0.054009903222322464,-0.09551050513982773,0.028102360665798187,-0.03607618436217308,-0.08578680455684662,-0.05645967274904251,-0.11250334978103638,0.028951672837138176,-0.07951732724905014,-0.12357716262340546,-0.026569418609142303,0.0017015186604112387,0.03752554953098297,-0.06747475266456604,0.02239074744284153,-0.0855979472398758,-0.12463683634996414,0.0915917307138443,-0.029293837025761604,-0.11762592196464539,-0.0980321541428566,-0.051609285175800323,0.06124923378229141,0.12519249320030212,0.033494360744953156,-0.09772316366434097,-0.13634933531284332,-0.05457707494497299,-0.11130993813276291,0.035156574100255966,-0.04249846190214157,0.022343434393405914,-0.0376993753015995,-0.03413967788219452,0.011821513064205647"
784,4431,"0.07870186865329742,0.013387687504291534,-0.056498367339372635,0.05618564411997795,0.028176983818411827,0.056316882371902466,0.06906581670045853,-0.012205996550619602,0.07529953122138977,0.0011402537347748876,0.005392029415816069,0.025303084403276443,0.049078308045864105,-0.06349354982376099,0.05707063898444176,0.08470508456230164,0.0783490464091301,-0.14757713675498962,0.031860046088695526,-0.054998401552438736,-0.10963036864995956,0.11740892380475998,-0.014846259728074074,-0.10459044575691223,-0.13417291641235352,-0.0859474390745163,0.08777901530265808,0.11026375740766525,-0.09367841482162476,0.054009903222322464,-0.09551050513982773,0.028102360665798187,-0.03607618436217308,-0.08578680455684662,-0.05645967274904251,-0.11250334978103638,0.028951672837138176,-0.07951732724905014,-0.12357716262340546,-0.026569418609142303,0.0017015186604112387,0.03752554953098297,-0.06747475266456604,0.02239074744284153,-0.0855979472398758,-0.12463683634996414,0.0915917307138443,-0.029293837025761604,-0.11762592196464539,-0.0980321541428566,-0.051609285175800323,0.06124923378229141,0.12519249320030212,0.033494360744953156,-0.09772316366434097,-0.13634933531284332,-0.05457707494497299,-0.11130993813276291,0.035156574100255966,-0.04249846190214157,0.022343434393405914,-0.0376993753015995,-0.03413967788219452,0.011821513064205647"
785,44381,"0.07870186865329742,0.013387687504291534,-0.056498367339372635,0.05618564411997795,0.028176983818411827,0.056316882371902466,0.06906581670045853,-0.012205996550619602,0.07529953122138977,0.0011402537347748876,0.005392029415816069,0.025303084403276443,0.049078308045864105,-0.06349354982376099,0.05707063898444176,0.08470508456230164,0.0783490464091301,-0.14757713675498962,0.031860046088695526,-0.054998401552438736,-0.10963036864995956,0.11740892380475998,-0.014846259728074074,-0.10459044575691223,-0.13417291641235352,-0.0859474390745163,0.08777901530265808,0.11026375740766525,-0.09367841482162476,0.054009903222322464,-0.09551050513982773,0.028102360665798187,-0.03607618436217308,-0.08578680455684662,-0.05645967274904251,-0.11250334978103638,0.028951672837138176,-0.07951732724905014,-0.12357716262340546,-0.026569418609142303,0.0017015186604112387,0.03752554953098297,-0.06747475266456604,0.02239074744284153,-0.0855979472398758,-0.12463683634996414,0.0915917307138443,-0.029293837025761604,-0.11762592196464539,-0.0980321541428566,-0.051609285175800323,0.06124923378229141,0.12519249320030212,0.033494360744953156,-0.09772316366434097,-0.13634933531284332,-0.05457707494497299,-0.11130993813276291,0.035156574100255966,-0.04249846190214157,0.022343434393405914,-0.0376993753015995,-0.03413967788219452,0.011821513064205647"
786,44389,"0.07870186865329742,0.013387687504291534,-0.056498367339372635,0.05618564411997795,0.028176983818411827,0.056316882371902466,0.06906581670045853,-0.012205996550619602,0.07529953122138977,0.0011402537347748876,0.005392029415816069,0.025303084403276443,0.049078308045864105,-0.06349354982376099,0.05707063898444176,0.08470508456230164,0.0783490464091301,-0.14757713675498962,0.031860046088695526,-0.054998401552438736,-0.10963036864995956,0.11740892380475998,-0.014846259728074074,-0.10459044575691223,-0.13417291641235352,-0.0859474390745163,0.08777901530265808,0.11026375740766525,-0.09367841482162476,0.054009903222322464,-0.09551050513982773,0.028102360665798187,-0.03607618436217308,-0.08578680455684662,-0.05645967274904251,-0.11250334978103638,0.028951672837138176,-0.07951732724905014,-0.12357716262340546,-0.026569418609142303,0.0017015186604112387,0.03752554953098297,-0.06747475266456604,0.02239074744284153,-0.0855979472398758,-0.12463683634996414,0.0915917307138443,-0.029293837025761604,-0.11762592196464539,-0.0980321541428566,-0.051609285175800323,0.06124923378229141,0.12519249320030212,0.033494360744953156,-0.09772316366434097,-0.13634933531284332,-0.05457707494497299,-0.11130993813276291,0.035156574100255966,-0.04249846190214157,0.022343434393405914,-0.0376993753015995,-0.03413967788219452,0.011821513064205647"
787,4439,"0.07870186865329742,0.013387687504291534,-0.056498367339372635,0.05618564411997795,0.028176983818411827,0.056316882371902466,0.06906581670045853,-0.012205996550619602,0.07529953122138977,0.0011402537347748876,0.005392029415816069,0.025303084403276443,0.049078308045864105,-0.06349354982376099,0.05707063898444176,0.08470508456230164,0.0783490464091301,-0.14757713675498962,0.031860046088695526,-0.054998401552438736,-0.10963036864995956,0.11740892380475998,-0.014846259728074074,-0.10459044575691223,-0.13417291641235352,-0.0859474390745163,0.08777901530265808,0.11026375740766525,-0.09367841482162476,0.054009903222322464,-0.09551050513982773,0.028102360665798187,-0.03607618436217308,-0.08578680455684662,-0.05645967274904251,-0.11250334978103638,0.028951672837138176,-0.07951732724905014,-0.12357716262340546,-0.026569418609142303,0.0017015186604112387,0.03752554953098297,-0.06747475266456604,0.02239074744284153,-0.0855979472398758,-0.12463683634996414,0.0915917307138443,-0.029293837025761604,-0.11762592196464539,-0.0980321541428566,-0.051609285175800323,0.06124923378229141,0.12519249320030212,0.033494360744953156,-0.09772316366434097,-0.13634933531284332,-0.05457707494497299,-0.11130993813276291,0.035156574100255966,-0.04249846190214157,0.022343434393405914,-0.0376993753015995,-0.03413967788219452,0.011821513064205647"
790,41000,"-0.10792883485555649,-0.10042376816272736,-0.08566365391016006,-0.08464384824037552,-0.024818558245897293,0.06562775373458862,0.018390009179711342,0.053149111568927765,0.11962776631116867,0.13220348954200745,0.03142374008893967,0.06621343642473221,0.06377194821834564,-0.06273343414068222,0.015187290497124195,-0.09051085263490677,0.030310744419693947,0.10266704857349396,-0.05953676253557205,-0.04381386563181877,-0.10060855001211166,0.019266635179519653,-0.12018124014139175,0.08975618332624435,0.021215934306383133,-0.10003070533275604,-0.09704915434122086,-0.139657661318779,0.10842583328485489,0.06780903786420822,0.12092747539281845,-0.056897424161434174,-0.11292297393083572,0.07225660979747772,0.09779805690050125,0.07208900153636932,-0.09454534202814102,0.08650997281074524,0.12501002848148346,-0.10339487344026566,-0.011538892984390259,0.11102531850337982,-0.12360864132642746,0.12976160645484924,-0.044151078909635544,-0.11734046787023544,0.07824990898370743,0.025314675644040108,0.11028929054737091,0.11923689395189285,-0.08122028410434723,-0.03629741072654724,-0.09628879278898239,0.01768656075000763,0.020463738590478897,0.020401127636432648,0.059425994753837585,0.09700710326433182,-0.01587316207587719,0.08682509511709213,0.08650925755500793,-0.13749366998672485,-0.12382923066616058,-0.022648939862847328"
791,41001,"-0.10792883485555649,-0.10042376816272736,-0.08566365391016006,-0.08464384824037552,-0.024818558245897293,0.06562775373458862,0.018390009179711342,0.053149111568927765,0.11962776631116867,0.13220348954200745,0.03142374008893967,0.06621343642473221,0.06377194821834564,-0.06273343414068222,0.015187290497124195,-0.09051085263490677,0.030310744419693947,0.10266704857349396,-0.05953676253557205,-0.04381386563181877,-0.10060855001211166,0.019266635179519653,-0.12018124014139175,0.08975618332624435,0.021215934306383133,-0.10003070533275604,-0.09704915434122086,-0.139657661318779,0.10842583328485489,0.06780903786420822,0.12092747539281845,-0.056897424161434174,-0.11292297393083572,0.07225660979747772,0.09779805690050125,0.07208900153636932,-0.09454534202814102,0.08650997281074524,0.12501002848148346,-0.10339487344026566,-0.011538892984390259,0.11102531850337982,-0.12360864132642746,0.12976160645484924,-0.044151078909635544,-0.11734046787023544,0.07824990898370743,0.025314675644040108,0.11028929054737091,0.11923689395189285,-0.08122028410434723,-0.03629741072654724,-0.09628879278898239,0.01768656075000763,0.020463738590478897,0.020401127636432648,0.059425994753837585,0.09700710326433182,-0.01587316207587719,0.08682509511709213,0.08650925755500793,-0.13749366998672485,-0.12382923066616058,-0.022648939862847328"
792,41002,"-0.10792883485555649,-0.10042376816272736,-0.08566365391016006,-0.08464384824037552,-0.024818558245897293,0.06562775373458862,0.018390009179711342,0.053149111568927765,0.11962776631116867,0.13220348954200745,0.03142374008893967,0.06621343642473221,0.06377194821834564,-0.06273343414068222,0.015187290497124195,-0.09051085263490677,0.030310744419693947,0.10266704857349396,-0.05953676253557205,-0.04381386563181877,-0.10060855001211166,0.019266635179519653,-0.12018124014139175,0.08975618332624435,0.021215934306383133,-0.10003070533275604,-0.09704915434122086,-0.139657661318779,0.10842583328485489,0.06780903786420822,0.12092747539281845,-0.056897424161434174,-0.11292297393083572,0.07225660979747772,0.09779805690050125,0.07208900153636932,-0.09454534202814102,0.08650997281074524,0.12501002848148346,-0.10339487344026566,-0.011538892984390259,0.11102531850337982,-0.12360864132642746,0.12976160645484924,-0.044151078909635544,-0.11734046787023544,0.07824990898370743,0.025314675644040108,0.11028929054737091,0.11923689395189285,-0.08122028410434723,-0.03629741072654724,-0.09628879278898239,0.01768656075000763,0.020463738590478897,0.020401127636432648,0.059425994753837585,0.09700710326433182,-0.01587316207587719,0.08682509511709213,0.08650925755500793,-0.13749366998672485,-0.12382923066616058,-0.022648939862847328"
793,41010,"-0.10792883485555649,-0.10042376816272736,-0.08566365391016006,-0.08464384824037552,-0.024818558245897293,0.06562775373458862,0.018390009179711342,0.053149111568927765,0.11962776631116867,0.13220348954200745,0.03142374008893967,0.06621343642473221,0.06377194821834564,-0.06273343414068222,0.015187290497124195,-0.09051085263490677,0.030310744419693947,0.10266704857349396,-0.05953676253557205,-0.04381386563181877,-0.10060855001211166,0.019266635179519653,-0.12018124014139175,0.08975618332624435,0.021215934306383133,-0.10003070533275604,-0.09704915434122086,-0.139657661318779,0.10842583328485489,0.06780903786420822,0.12092747539281845,-0.056897424161434174,-0.11292297393083572,0.07225660979747772,0.09779805690050125,0.07208900153636932,-0.09454534202814102,0.08650997281074524,0.12501002848148346,-0.10339487344026566,-0.011538892984390259,0.11102531850337982,-0.12360864132642746,0.12976160645484924,-0.044151078909635544,-0.11734046787023544,0.07824990898370743,0.025314675644040108,0.11028929054737091,0.11923689395189285,-0.08122028410434723,-0.03629741072654724,-0.09628879278898239,0.01768656075000763,0.020463738590478897,0.020401127636432648,0.059425994753837585,0.09700710326433182,-0.01587316207587719,0.08682509511709213,0.08650925755500793,-0.13749366998672485,-0.12382923066616058,-0.022648939862847328"
794,41011,"-0.10792883485555649,-0.10042376816272736,-0.08566365391016006,-0.08464384824037552,-0.024818558245897293,0.06562775373458862,0.018390009179711342,0.053149111568927765,0.11962776631116867,0.13220348954200745,0.03142374008893967,0.06621343642473221,0.06377194821834564,-0.06273343414068222,0.015187290497124195,-0.09051085263490677,0.030310744419693947,0.10266704857349396,-0.05953676253557205,-0.04381386563181877,-0.10060855001211166,0.019266635179519653,-0.12018124014139175,0.08975618332624435,0.021215934306383133,-0.10003070533275604,-0.09704915434122086,-0.139657661318779,0.10842583328485489,0.06780903786420822,0.12092747539281845,-0.056897424161434174,-0.11292297393083572,0.07225660979747772,0.09779805690050125,0.07208900153636932,-0.09454534202814102,0.08650997281074524,0.12501002848148346,-0.10339487344026566,-0.011538892984390259,0.11102531850337982,-0.12360864132642746,0.12976160645484924,-0.044151078909635544,-0.11734046787023544,0.07824990898370743,0.025314675644040108,0.11028929054737091,0.11923689395189285,-0.08122028410434723,-0.03629741072654724,-0.09628879278898239,0.01768656075000763,0.020463738590478897,0.020401127636432648,0.059425994753837585,0.09700710326433182,-0.01587316207587719,0.08682509511709213,0.08650925755500793,-0.13749366998672485,-0.12382923066616058,-0.022648939862847328"
795,41012,"-0.10792883485555649,-0.10042376816272736,-0.08566365391016006,-0.08464384824037552,-0.024818558245897293,0.06562775373458862,0.018390009179711342,0.053149111568927765,0.11962776631116867,0.13220348954200745,0.03142374008893967,0.06621343642473221,0.06377194821834564,-0.06273343414068222,0.015187290497124195,-0.09051085263490677,0.030310744419693947,0.10266704857349396,-0.05953676253557205,-0.04381386563181877,-0.10060855001211166,0.019266635179519653,-0.12018124014139175,0.08975618332624435,0.021215934306383133,-0.10003070533275604,-0.09704915434122086,-0.139657661318779,0.10842583328485489,0.06780903786420822,0.12092747539281845,-0.056897424161434174,-0.11292297393083572,0.07225660979747772,0.09779805690050125,0.07208900153636932,-0.09454534202814102,0.08650997281074524,0.12501002848148346,-0.10339487344026566,-0.011538892984390259,0.11102531850337982,-0.12360864132642746,0.12976160645484924,-0.044151078909635544,-0.11734046787023544,0.07824990898370743,0.025314675644040108,0.11028929054737091,0.11923689395189285,-0.08122028410434723,-0.03629741072654724,-0.09628879278898239,0.01768656075000763,0.020463738590478897,0.020401127636432648,0.059425994753837585,0.09700710326433182,-0.01587316207587719,0.08682509511709213,0.08650925755500793,-0.13749366998672485,-0.12382923066616058,-0.022648939862847328"
796,41020,"-0.10792883485555649,-0.10042376816272736,-0.08566365391016006,-0.08464384824037552,-0.024818558245897293,0.06562775373458862,0.018390009179711342,0.053149111568927765,0.11962776631116867,0.13220348954200745,0.03142374008893967,0.06621343642473221,0.06377194821834564,-0.06273343414068222,0.015187290497124195,-0.09051085263490677,0.030310744419693947,0.10266704857349396,-0.05953676253557205,-0.04381386563181877,-0.10060855001211166,0.019266635179519653,-0.12018124014139175,0.08975618332624435,0.021215934306383133,-0.10003070533275604,-0.09704915434122086,-0.139657661318779,0.10842583328485489,0.06780903786420822,0.12092747539281845,-0.056897424161434174,-0.11292297393083572,0.07225660979747772,0.09779805690050125,0.07208900153636932,-0.09454534202814102,0.08650997281074524,0.12501002848148346,-0.10339487344026566,-0.011538892984390259,0.11102531850337982,-0.12360864132642746,0.12976160645484924,-0.044151078909635544,-0.11734046787023544,0.07824990898370743,0.025314675644040108,0.11028929054737091,0.11923689395189285,-0.08122028410434723,-0.03629741072654724,-0.09628879278898239,0.01768656075000763,0.020463738590478897,0.020401127636432648,0.059425994753837585,0.09700710326433182,-0.01587316207587719,0.08682509511709213,0.08650925755500793,-0.13749366998672485,-0.12382923066616058,-0.022648939862847328"
797,41021,"-0.10792883485555649,-0.10042376816272736,-0.08566365391016006,-0.08464384824037552,-0.024818558245897293,0.06562775373458862,0.018390009179711342,0.053149111568927765,0.11962776631116867,0.13220348954200745,0.03142374008893967,0.06621343642473221,0.06377194821834564,-0.06273343414068222,0.015187290497124195,-0.09051085263490677,0.030310744419693947,0.10266704857349396,-0.05953676253557205,-0.04381386563181877,-0.10060855001211166,0.019266635179519653,-0.12018124014139175,0.08975618332624435,0.021215934306383133,-0.10003070533275604,-0.09704915434122086,-0.139657661318779,0.10842583328485489,0.06780903786420822,0.12092747539281845,-0.056897424161434174,-0.11292297393083572,0.07225660979747772,0.09779805690050125,0.07208900153636932,-0.09454534202814102,0.08650997281074524,0.12501002848148346,-0.10339487344026566,-0.011538892984390259,0.11102531850337982,-0.12360864132642746,0.12976160645484924,-0.044151078909635544,-0.11734046787023544,0.07824990898370743,0.025314675644040108,0.11028929054737091,0.11923689395189285,-0.08122028410434723,-0.03629741072654724,-0.09628879278898239,0.01768656075000763,0.020463738590478897,0.020401127636432648,0.059425994753837585,0.09700710326433182,-0.01587316207587719,0.08682509511709213,0.08650925755500793,-0.13749366998672485,-0.12382923066616058,-0.022648939862847328"
798,41022,"-0.10792883485555649,-0.10042376816272736,-0.08566365391016006,-0.08464384824037552,-0.024818558245897293,0.06562775373458862,0.018390009179711342,0.053149111568927765,0.11962776631116867,0.13220348954200745,0.03142374008893967,0.06621343642473221,0.06377194821834564,-0.06273343414068222,0.015187290497124195,-0.09051085263490677,0.030310744419693947,0.10266704857349396,-0.05953676253557205,-0.04381386563181877,-0.10060855001211166,0.019266635179519653,-0.12018124014139175,0.08975618332624435,0.021215934306383133,-0.10003070533275604,-0.09704915434122086,-0.139657661318779,0.10842583328485489,0.06780903786420822,0.12092747539281845,-0.056897424161434174,-0.11292297393083572,0.07225660979747772,0.09779805690050125,0.07208900153636932,-0.09454534202814102,0.08650997281074524,0.12501002848148346,-0.10339487344026566,-0.011538892984390259,0.11102531850337982,-0.12360864132642746,0.12976160645484924,-0.044151078909635544,-0.11734046787023544,0.07824990898370743,0.025314675644040108,0.11028929054737091,0.11923689395189285,-0.08122028410434723,-0.03629741072654724,-0.09628879278898239,0.01768656075000763,0.020463738590478897,0.020401127636432648,0.059425994753837585,0.09700710326433182,-0.01587316207587719,0.08682509511709213,0.08650925755500793,-0.13749366998672485,-0.12382923066616058,-0.022648939862847328"
799,41030,"-0.10792883485555649,-0.10042376816272736,-0.08566365391016006,-0.08464384824037552,-0.024818558245897293,0.06562775373458862,0.018390009179711342,0.053149111568927765,0.11962776631116867,0.13220348954200745,0.03142374008893967,0.06621343642473221,0.06377194821834564,-0.06273343414068222,0.015187290497124195,-0.09051085263490677,0.030310744419693947,0.10266704857349396,-0.05953676253557205,-0.04381386563181877,-0.10060855001211166,0.019266635179519653,-0.12018124014139175,0.08975618332624435,0.021215934306383133,-0.10003070533275604,-0.09704915434122086,-0.139657661318779,0.10842583328485489,0.06780903786420822,0.12092747539281845,-0.056897424161434174,-0.11292297393083572,0.07225660979747772,0.09779805690050125,0.07208900153636932,-0.09454534202814102,0.08650997281074524,0.12501002848148346,-0.10339487344026566,-0.011538892984390259,0.11102531850337982,-0.12360864132642746,0.12976160645484924,-0.044151078909635544,-0.11734046787023544,0.07824990898370743,0.025314675644040108,0.11028929054737091,0.11923689395189285,-0.08122028410434723,-0.03629741072654724,-0.09628879278898239,0.01768656075000763,0.020463738590478897,0.020401127636432648,0.059425994753837585,0.09700710326433182,-0.01587316207587719,0.08682509511709213,0.08650925755500793,-0.13749366998672485,-0.12382923066616058,-0.022648939862847328"
